id,qname,heading,text,type,diagram,website,updated
,WeeklyRecurringEvent,WeeklyRecurringEvent,"A WeeklyRecurringEvent recurs on the regularly on the same day of the week, as specified by the schema:dayOfWeek property.",Class,https://w3id.org/citydata/part1/v1/diagrams/WeeklyRecurringEvent.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/WeeklyRecurringEvent'>Web</a></body></html>,2026-08-12T21:21:48.524828
,Organization,Organization,"A collection of people organized together into a community or other social, commercial or political structure. The group has some common purpose or reason for existence which goes beyond the set of people belonging to it. An organization may itself be able to act as an agent.
        In addition to the standard org:Organization pattern, this ontology defines an cdm1:Organization to be a subclass of an cdm1:Agent.",Class,https://w3id.org/citydata/part1/v1/diagrams/Organization.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/Organization'>Web</a></body></html>,2026-08-12T21:21:48.524828
,Geo_Position_unit,Geo_Position_unit,Reference systems to indicate geographic position.,Class,https://w3id.org/citydata/part1/v1/diagrams/Geo_Position_unit.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/Geo_Position_unit'>Web</a></body></html>,2026-08-12T21:21:48.524828
,Length,length,"Length is the amount of space between two geographical points along a curve. It is a base quantity in the International System of Units and other systems of units. Length is speed times time. The metre, a base unit of length in the International System of Units, is defined in terms of speed of light during a certain time interval.",Class,https://w3id.org/citydata/part1/v1/diagrams/Length.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/Length'>Web</a></body></html>,2026-08-12T21:21:48.524828
,TerminalResourceState,TerminalResourceState,,Class,https://w3id.org/citydata/part1/v1/diagrams/TerminalResourceState.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/TerminalResourceState'>Web</a></body></html>,2026-08-12T21:21:48.524828
,Ratio,ratio,"A ratio is a comparison of two quantities, often expressed as a fraction or in the form a:b.",Class,https://w3id.org/citydata/part1/v1/diagrams/Ratio.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/Ratio'>Web</a></body></html>,2026-08-12T21:21:48.524828
,Volume,volume,Volume is a measure of how much three-dimensional space any phenomenon occupies. ,Class,https://w3id.org/citydata/part1/v1/diagrams/Volume.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/Volume'>Web</a></body></html>,2026-08-12T21:21:48.524828
,AgentThing,AgentThing,"Added for organizational purposes, to identify all classes defined in the Agent pattern.",Class,https://w3id.org/citydata/part1/v1/diagrams/AgentThing.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/AgentThing'>Web</a></body></html>,2026-08-12T21:21:48.524828
,CapacitySize,CapacitySize,,Class,https://w3id.org/citydata/part1/v1/diagrams/CapacitySize.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/CapacitySize'>Web</a></body></html>,2026-08-12T21:21:48.524828
,TimeUnit,time unit,A specified system of units for time.,Class,https://w3id.org/citydata/part1/v1/diagrams/TimeUnit.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/TimeUnit'>Web</a></body></html>,2026-08-12T21:21:48.524828
,ConjunctiveAgreement,ConjunctiveAgreement,A conjunctive agreement is a complex agreement where all sub-agreements must be satisfied for the overall agreement to hold.,Class,https://w3id.org/citydata/part1/v1/diagrams/ConjunctiveAgreement.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/ConjunctiveAgreement'>Web</a></body></html>,2026-08-12T21:21:48.524828
,RecurringEventThing,RecurringEventThing,Class added for organizational purposes only; to group all classes defined in the recurring-event ontology.,Class,https://w3id.org/citydata/part1/v1/diagrams/RecurringEventThing.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/RecurringEventThing'>Web</a></body></html>,2026-08-12T21:21:48.524828
,LengthUnit,length unit,A specified system of units for distance.,Class,https://w3id.org/citydata/part1/v1/diagrams/LengthUnit.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/LengthUnit'>Web</a></body></html>,2026-08-12T21:21:48.524828
,State,State,"A State describes some situation in the world which may or may not be satisfied (true) at a given point in time. A State refers to a class of manifestations. It may be a precondition or effect of some Activity, or more generally it may be enabled or be caused by some Activity. If a state is complex, it may refer to some combination of classes of manifestations.
        Example: A shopping activity, Activity-Shop, can require both the VehicleW30LGas state, but also some state wherein the mall is ",Class,https://w3id.org/citydata/part1/v1/diagrams/State.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/State'>Web</a></body></html>,2026-08-12T21:21:48.524828
,Speed,speed,Speed is the time rate of motion measured by the distance moved over in unit time.,Class,https://w3id.org/citydata/part1/v1/diagrams/Speed.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/Speed'>Web</a></body></html>,2026-08-12T21:21:48.524828
,Location,Location,A location.,Class,https://w3id.org/citydata/part1/v1/diagrams/Location.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/Location'>Web</a></body></html>,2026-08-12T21:21:48.524828
,SpatialLocThing,SpatialLocThing,"Added for organizational purposes, to identify all classes defined in the Location pattern of the CDM ontology.",Class,https://w3id.org/citydata/part1/v1/diagrams/SpatialLocThing.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/SpatialLocThing'>Web</a></body></html>,2026-08-12T21:21:48.524828
,ActivityStatus,ActivityStatus,The status of the Activity.,Class,https://w3id.org/citydata/part1/v1/diagrams/ActivityStatus.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/ActivityStatus'>Web</a></body></html>,2026-08-12T21:21:48.524828
,Area,area,"Area expresses the two-dimensional size of a defined part of a surface, typically a region bounded by a closed curve. It is a derived quantity in the International System of Units. Area is length squared.",Class,https://w3id.org/citydata/part1/v1/diagrams/Area.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/Area'>Web</a></body></html>,2026-08-12T21:21:48.524828
,AreaUnit,area unit,Unit of area in the specified system of units.,Class,https://w3id.org/citydata/part1/v1/diagrams/AreaUnit.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/AreaUnit'>Web</a></body></html>,2026-08-12T21:21:48.524828
,Duration,duration,Duration is the amount of time that elapses between two instants or events.,Class,https://w3id.org/citydata/part1/v1/diagrams/Duration.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/Duration'>Web</a></body></html>,2026-08-12T21:21:48.524828
,MassUnit,mass unit,,Class,https://w3id.org/citydata/part1/v1/diagrams/MassUnit.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/MassUnit'>Web</a></body></html>,2026-08-12T21:21:48.524828
,Resource,Resource,"A Resource is a generic representation of some Thing that can be ""used"" in an Activity. 
        A Resource may have some Location, amount or availability, according to the definition of the Manifestation or TimeVaryingEntity. 
        A Resource must be classified as some Resource Type.
        A Resource may participate in some Activity Occurrence. In other words, it links to the Activity that the Resource is being used/consumed/produced/released at the time of the manifestation.
        A spe",Class,https://w3id.org/citydata/part1/v1/diagrams/Resource.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/Resource'>Web</a></body></html>,2026-08-12T21:21:48.524828
,DisjunctiveState,DisjunctiveState,A type of NonTerminalState that is defined by the disjunction of its child States. A State cannot be both conjunctive and disjunctive. ,Class,https://w3id.org/citydata/part1/v1/diagrams/DisjunctiveState.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/DisjunctiveState'>Web</a></body></html>,2026-08-12T21:21:48.524828
,FoundationalCdmThing,FoundationalCdmThing,"Added for organizational purposes, to identify all classes defined in the Foundation-level CDM ontology.",Class,https://w3id.org/citydata/part1/v1/diagrams/FoundationalCdmThing.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/FoundationalCdmThing'>Web</a></body></html>,2026-08-12T21:21:48.524828
,ReleaseState,ReleaseState,Identifies a Resource and Quantity it releases (after using).,Class,https://w3id.org/citydata/part1/v1/diagrams/ReleaseState.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/ReleaseState'>Web</a></body></html>,2026-08-12T21:21:48.524828
,NonDivisibleResource,NonDivisibleResource,A Resource that can only be used for a single Activity at once - even if it isn't fully utilized.,Class,https://w3id.org/citydata/part1/v1/diagrams/NonDivisibleResource.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/NonDivisibleResource'>Web</a></body></html>,2026-08-12T21:21:48.524828
,ProduceState,ProduceState,Identifies a Resource and Quantity it produces.,Class,https://w3id.org/citydata/part1/v1/diagrams/ProduceState.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/ProduceState'>Web</a></body></html>,2026-08-12T21:21:48.524828
,AgreementThing,AgreementThing,"Added for organizational purposes, to identify all classes defined in the Agreement pattern.",Class,https://w3id.org/citydata/part1/v1/diagrams/AgreementThing.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/AgreementThing'>Web</a></body></html>,2026-08-12T21:21:48.524828
,VolumeUnit,volume unit,A specified system of units for volume.,Class,https://w3id.org/citydata/part1/v1/diagrams/VolumeUnit.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/VolumeUnit'>Web</a></body></html>,2026-08-12T21:21:48.524828
,AtomicAgreement,Atomic Agreement,"An atomic agreement is a simple agreement that cannot be further decomposed into sub-agreements. It is a subclass of Agreement and specifies the “essence” of an agreement.  In particular it identifies how agents participating in the agreement are involved: whether they have a claim, duty, no-claim or privilege with respect to some activity that is committed to in the agreement.",Class,https://w3id.org/citydata/part1/v1/diagrams/AtomicAgreement.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/AtomicAgreement'>Web</a></body></html>,2026-08-12T21:21:48.524828
,DisjunctiveAgreement,DisjunctiveAgreement,A disjunctive agreement is a complex agreement where at least one sub-agreement must be satisfied for the overall agreement to hold.,Class,https://w3id.org/citydata/part1/v1/diagrams/DisjunctiveAgreement.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/DisjunctiveAgreement'>Web</a></body></html>,2026-08-12T21:21:48.524828
,UseState,UseState,Identifies a Resource and Quantity it uses (without consuming).,Class,https://w3id.org/citydata/part1/v1/diagrams/UseState.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/UseState'>Web</a></body></html>,2026-08-12T21:21:48.524828
,ActivityThing,ActivityThing,"Added for organizational purposes, to identify all classes defined in the Activity pattern.",Class,https://w3id.org/citydata/part1/v1/diagrams/ActivityThing.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/ActivityThing'>Web</a></body></html>,2026-08-12T21:21:48.524828
,Mass,mass,Mass is the amount of matter of a phenomenon. It is a base quantity in the International System of Units. Mass is force divided by acceleration.,Class,https://w3id.org/citydata/part1/v1/diagrams/Mass.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/Mass'>Web</a></body></html>,2026-08-12T21:21:48.524828
,ComplexAgreement,Complex Agreement,A complex agreement is an agreement that is composed of two or more atomic agreements. It is a subclass of Agreement and specifies the “essence” of a complex agreement.  In particular it identifies how atomic agreements are composed to form a complex agreement.,Class,https://w3id.org/citydata/part1/v1/diagrams/ComplexAgreement.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/ComplexAgreement'>Web</a></body></html>,2026-08-12T21:21:48.524828
,SpeedUnit,speed unit,A specified system of units for speed.,Class,https://w3id.org/citydata/part1/v1/diagrams/SpeedUnit.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/SpeedUnit'>Web</a></body></html>,2026-08-12T21:21:48.524828
,CityUnitsThing,CityUnitsThing,Added for organizational purposes to group the classes defined in the City Units portion of the CDM.,Class,https://w3id.org/citydata/part1/v1/diagrams/CityUnitsThing.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/CityUnitsThing'>Web</a></body></html>,2026-08-12T21:21:48.524828
,Agent,Agent,"An Agent affects, is affected by, or performs some Activity(s). An Agent may be a Person or Organization, but not Software or a Mechanical Device (at this time). An Agent can be a member of an organization and hold zero or more posts in an organization.",Class,https://w3id.org/citydata/part1/v1/diagrams/Agent.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/Agent'>Web</a></body></html>,2026-08-12T21:21:48.524828
,NonTerminalState,NonTerminalState,"A NonTerminalState has child States (a.k.a., sub-states) that are either conjuctive or disjunctive. Each child may be a TerminalState or NonTerminalState; eventually a TerminalState is reached. A State cannot be both non-terminal and terminal.",Class,https://w3id.org/citydata/part1/v1/diagrams/NonTerminalState.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/NonTerminalState'>Web</a></body></html>,2026-08-12T21:21:48.524828
,ConjunctiveState,ConjunctiveState,A type of NonTerminalState that is defined by the conjunction of its child States.,Class,https://w3id.org/citydata/part1/v1/diagrams/ConjunctiveState.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/ConjunctiveState'>Web</a></body></html>,2026-08-12T21:21:48.524828
,TerminalState,TerminalState,"A terminal state type has no substates (cannot be decomposed). It corresponds to a particular class of manifestations. A terminal state is achieved at some time if and only if there exists a manifestation within its defined classification, that exists at that time.",Class,https://w3id.org/citydata/part1/v1/diagrams/TerminalState.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/TerminalState'>Web</a></body></html>,2026-08-12T21:21:48.524828
,RecurringEvent,RecurringEvent,"Recurring events are defined based on the regular interval at which they occur; this is captures using some combination of the hasTime, dayOfWeek, hasMonth, and dayOfMonth properties.  Using these properties, ontology defines the following specializations of the RecurringEvent class. Other subclasses may be defined similarly, as required.",Class,https://w3id.org/citydata/part1/v1/diagrams/RecurringEvent.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/RecurringEvent'>Web</a></body></html>,2026-08-12T21:21:48.524828
,Activity,Activity,"An Activity describes something that occurs in the domain.
An Activity may be further defined by (decomposed into) Subactivities.
An Activity may have precondition and/or effect State.
An Activity may be enabled by or cause some State. An enabling of causing state is a generalization of a precondition/effect; an Activity is enabled by or causes some State if it has a subactivity with a precondition or effect (respectively) of that State. 
In other words, the state may not be required directly be",Class,https://w3id.org/citydata/part1/v1/diagrams/Activity.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/Activity'>Web</a></body></html>,2026-08-12T21:21:48.524828
,ExceptionDay,ExceptionDay,"An ExceptionDay specifies a day or days that recursExcept and recursAddition use to specify unique days that do not recur on the same day each year, for example, holidays. ",Class,https://w3id.org/citydata/part1/v1/diagrams/ExceptionDay.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/ExceptionDay'>Web</a></body></html>,2026-08-12T21:21:48.524828
,CardinalityMeasure,CardinalityMeasure,,Class,https://w3id.org/citydata/part1/v1/diagrams/CardinalityMeasure.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/CardinalityMeasure'>Web</a></body></html>,2026-08-12T21:21:48.524828
,MonthlyRecurringEvent,MonthlyRecurringEvent,"A MonthlyRecurringEvent recurs regularly on the same day of each month, as specified by the dayOfMonth data property. Note that there is often ambiguity regarding the semantics of a monthly recurring event: in this formalization, a MonthlyRecurringEvent is any event that recurs regularly on the same day of each month; other interpretations sometimes consider events that recur on the same day of week, or first or last day, in which case the day of month will vary.",Class,https://w3id.org/citydata/part1/v1/diagrams/MonthlyRecurringEvent.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/MonthlyRecurringEvent'>Web</a></body></html>,2026-08-12T21:21:48.524828
,OrganizationThing,OrganizationThing,A class representing an organization in the context of the CDM ontology.,Class,https://w3id.org/citydata/part1/v1/diagrams/OrganizationThing.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/OrganizationThing'>Web</a></body></html>,2026-08-12T21:21:48.524828
,PlannedAllocation,PlannedAllocation,"Specifies the planned allocation of a resource to an activity via a state.
        Note that Allocation is a Manifestation as the allocation may change over time.",Class,https://w3id.org/citydata/part1/v1/diagrams/PlannedAllocation.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/PlannedAllocation'>Web</a></body></html>,2026-08-12T21:21:48.524828
,MonetaryValue,MonetaryValue,A Monetary Value has a numerical value that is relative to a particular date (year). A Monetary Value is measured with some currency.,Class,https://w3id.org/citydata/part1/v1/diagrams/MonetaryValue.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/MonetaryValue'>Web</a></body></html>,2026-08-12T21:21:48.524828
,CdmThing,CdmThing,"Added for organizational purposes, to identify all classes defined in the City Data Model.",Class,https://w3id.org/citydata/part1/v1/diagrams/CdmThing.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/CdmThing'>Web</a></body></html>,2026-08-12T21:21:48.524828
,DailyRecurringEvent,DailyRecurringEvent,"A DailyRecurringEvent is a RecurringEvent that occurs every day. It has a maximum of one associated time, the start time. Typically, a daily recurring event will occur at the same time every day, but it is also possible that no commitment is made to a recurring start time for the event, in which case no start time is specified. A DailyEvent does not necessarily have the same endtime or duration, therefore these are not specified.",Class,https://w3id.org/citydata/part1/v1/diagrams/DailyRecurringEvent.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/DailyRecurringEvent'>Web</a></body></html>,2026-08-12T21:21:48.524828
,StateStatus,StateStatus,,Class,https://w3id.org/citydata/part1/v1/diagrams/StateStatus.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/StateStatus'>Web</a></body></html>,2026-08-12T21:21:48.524828
,ManifestationState,ManifestationState,"A specialization of TerminalState, the ManifestationState specifies a Manifestation class that an individual must satisfy in order for the ManifestationState to be true.",Class,https://w3id.org/citydata/part1/v1/diagrams/ManifestationState.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/ManifestationState'>Web</a></body></html>,2026-08-12T21:21:48.524828
,ValueOfMoney,ValueOfMoney,An amount of money that is defined relative to a particular year.,Class,https://w3id.org/citydata/part1/v1/diagrams/ValueOfMoney.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/ValueOfMoney'>Web</a></body></html>,2026-08-12T21:21:48.524828
,Agreement,Agreement,"An agreement exists between two or more agents. It is established at some point in time and it may be considered valid only in some Location and/or for some interval in time. An agreement may be defined at varying levels of detail, this is supported with the introduction of the ComplexAgreement and AtomicAgreement class. Finally, agreements involve some specification of rights or commitments of the involved parties. This is represented as a relationship between the involved Agent and a particula",Class,https://w3id.org/citydata/part1/v1/diagrams/Agreement.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/Agreement'>Web</a></body></html>,2026-08-12T21:21:48.524828
,AmountOfMoney,amount of money,,Class,https://w3id.org/citydata/part1/v1/diagrams/AmountOfMoney.dot.svg,<html><body><a href='https://w3id.org/citydata/part1/v1/AmountOfMoney'>Web</a></body></html>,2026-08-12T21:21:48.524828
